"Title","Original Author","Type","Uniform Title","Translation Title","Full Translation Title","Series/Journal","Publication Year","Place of Publication","Publisher","Pagination","Princeton Call Number","URL","Edition","Notes","Translator","Original Language","ISBN","Translation Language","Genre","Century","Additional Information"
"Die Briefe des Patriarchen Photios an die italischen Bischöfe Marinus, Gauderich und Zacharias","Photius ca. 820-ca. 891","Journal Article","","Die Briefe des Patriarchen Photios an die italischen Bischöfe Marinus, Gauderich und Zacharias","Die Briefe des Patriarchen Photios an die italischen Bischöfe Marinus, Gauderich und Zacharias","Zbornik radova Vizantoloskog instituta 8:1, 261-266","1963","","","","","","","","Scharf, J.","Greek","","German","Letters","9th",""
"Vita","Makrina|Gregory, of Nyssa, Saint, ca. 335-ca. 394","Book","","","Vita IN: Heilige Frauen des Altertums, 58-93","Heilige der ungeteilten Christenheit dargestellt von den Zeugen ihres Lebens;","1963","Düsseldorf","Patmos-Verlag","249 p. 21 cm.","","","[1. Aufl.]","hrsg. und eingeleitet von Wilhelm Schamoni. More Records: Show record information Book
","Warnach, Walter|Schamoni, Wilhelm","Greek","","German","Saints lives|Women","4th",""
"Baptismal instructions ","John Chrysostom, Saint, d. 407","Book","Baptismal catecheses","Baptismal instructions ","Baptismal instructions : Translated and annotated by Paul W, Harkins","Ancient Christian writers. The works of the Fathers in translation 31","1963","Westminster, Md.","Newman Press","vi, 375","","","","Bibliographical references included in ""Notes"" (p. 199-338)
","Harkins, Paul W.","Greek","","English","Theology","4th|5th",""
"Chronicles of the Crusades","Villehardouin, Geoffroi de, d. ca. 1212|Joinville, Jean, sire de, 1224?-1317?","Book","","Chronicles of the Crusades","Chronicles of the Crusades : translated with an introduction by M. R. B. Shaw","Penguin classics","1963","Baltimore","Penguin Books","362","","","","","Shaw, Margaret Renée Bryers","Old French","","English","Crusades","13th|14th",""
"Exegetic homilies ","Basil, Saint, Bishop of Caesarea, ca. 329-379","Book","","Exegetic homilies ","Exegetic homilies : Translated by Agnes Clare Way","The Fathers of the Church a new translation  46","1963","Washington","Catholic University of America Press","xvi, 378","","","","Catholic University of America Press. Bibliography: p. xv-xvi.
","Way, Agnes Clare","Greek","","English","Sermons","4th",""
"Stoicheiōsis theologikē ","Proclus, ca. 410-485","Book","","Stoicheiōsis theologikē ","Stoicheiōsis theologikē : The elements of theology, a rev. text, with translation, introd. and commentary by E.R. Dodds","","1963","Oxford","Clarendon Press","xlvi, 348","","","2d","Citations: p. [vi]-vii. Bibliographical references included in ""Addenda et corrigenda"" (p. [341]-348)
","Dodds, E. R.","Greek","","English","Philosophy","5th",""
"Epigrammi","Paul, the Silentiary, 6th cent.","Book","","Epigrammi","Epigrammi : testo, traduzione e commento a cura di Giovanni Viansino","Biblioteca Loescheriana","1963","Torino","Loescher","xix p., 197 p.","","","","","Viansino, Giovanni","Greek","","Italian","Poems","6th",""
"Catéchèses ","Symeon, the New Theologian, Saint, 949-1022","Book","Catecheses","Catéchèses ","Catéchèses : Introd., texte critique et notes par Basile Krivochéine, Traduction par Joseph Paramelle","Sources chrétiennes 96, 104, 113","1963","Paris","Cerf","3 v.","","","","Editions du Cerf. Greek text and French translation.
","Paramelle, Joseph","Greek","","French","Theology","10th|11th",""
"La Vie de Saint Athanase l'Athonite","Athanasius, Athonites, Saint, ca. 930-ca. 1010.","Book","","La Vie de Saint Athanase l'Athonite","La Vie de Saint Athanase l'Athonite","","1963","[Gembloux","Belgique]: Chevetogne","100 p.","","","","ill. ; 21 cm. ""Cette vie a été publiée a l'occasion du millénaire du plus grand monastère de la Sainte Montagne De L'Athos, fondé par Saint Athanase L'Athonite, 963-1963."" Book
","Rousseau, O.|Dumont, P.","Greek","","French","Saints lives","10th|11th",""
"Le banquet","Methodius, of Olympus, Saint, d. 311","Book","Symposium decem virginum","Le banquet","Le banquet : introduction et texte critique par Herbert Musurillo, traduction et notes par Victor-Henry Debidour","Sources chrétiennes 95","1963","Paris","Éditions du Cerf","340 p.","","","","","Debidour, Victor-Henry","Greek","","French","Theology|Women|Dialogues","3rd|4th",""
"Le mémoire de Constantin Stilbès, contre les latins","Stilbes, Constantine, 12th/13th cent","Journal Article","","Le mémoire de Constantin Stilbès, contre les latins","Le mémoire de Constantin Stilbès, contre les latins","Revue des études byzantines 21, 50-100","1963","","","","","","","","Darrouzès, Jean","Greek","","French","Theology","12th|13th",""
"L’épiscopat de Théophylacte Héphaistos archevêque de Bulgaire, notes chronologiques et biographiques","Theophylactus, of Ochrida, Archbishop of Ochrida, ca. 1050-ca. 1108","Journal Article","","L’épiscopat de Théophylacte Héphaistos archevêque de Bulgaire, notes chronologiques et biographiques","L’épiscopat de Théophylacte Héphaistos archevêque de Bulgaire, notes chronologiques et biographiques","Revue des études byzantines 21, 159-178","1963","","","","","","","","Gautier, Paul","Greek","","French","Poems","11th|12th",""
"Oeuvres spirituelles ","Dorotheus, of Gaza, Saint, 6th cent.","Book","","Oeuvres spirituelles ","Oeuvres spirituelles : Introduction, texte grec, traduction et notes par L. Regnault et J. de Préville","Sources chrétiennes 92","1963","Paris","Éditions du Cerf","575","","","","Includes bibliographical references.
","Regnault, Lucien|Préville, J. de","Greek","","French","Saints lives","6th",""
"Kosmografii︠a︡ Ananii︠a︡ Shirakat︠s︡i ","Anania Shirakatsʻi, fl. 685.","Book","","Kosmografii︠a︡ Ananii︠a︡ Shirakat︠s︡i ","Kosmografii︠a︡ Ananii︠a︡ Shirakat︠s︡i : perevod s drevnearmi︠a︡nskogo, predislovie i kommentarii K.S. Ter-Davti︠a︡n i S.S. Arevshati︠a︡na","","1962","Erevan","Izd-vo AN Armi︠a︡nskoĭ SSR","127","","","","Added t.p. in Armenian. Added t.p. in Armenian. At head of title: Institut drevnikh rukopiseĭ im. Mashtot︠s︡a pri Sovete Ministrov Armi︠a︡nskoĭ SSR Matenadaran.
","Ter-Davti︠a︡n I, K.S.|Arevshati︠a︡na,  S.S.","Armenian","","Russian","Geography","7th",""
"Russian Vizantiĭskai︠a︡ kniga Ėparkha","","Book","Eparchikon biblion","Russian Vizantiĭskai︠a︡ kniga Ėparkha","Russian Vizantiĭskai︠a︡ kniga Ėparkha","Pami︠a︡tniki srednevekovoĭ istorii narodov T︠S︡entralʹnoĭ i Vostochnoĭ Evropy","1962","Moskva","Akademii︠a︡ nauk SSSR","293","","","","vstupitalʹnai︠a︡ statʹi︠a︡, perevod, kommentariĭ M.I︠A︡. Si︠u︡zi︠u︡mova. Izd-vo vostochnoĭ lit-ry. On leaf preceding t. p.: Akademii︠a︡ nauk SSSR. Institut istorii. Institut slavi︠a︡novedenii︠a︡. Greek text with Russian translation of To Eparchikon biblion. Includes bibliographical references (p. 268-[275]) and indexes.
","Si︠u︡zi︠u︡mov, M. I︠A︡","Greek","","Russian","Law","9th|10th",""
"On the chronology of the activities of Manuel II Palaeologus in the Peloponnesus in 1415","Manuel II Palaeologus, Emperor of the East, 1350-1425","Journal Article","","On the chronology of the activities of Manuel II Palaeologus in the Peloponnesus in 1415","On the chronology of the activities of Manuel II Palaeologus in the Peloponnesus in 1415","Byzantinische Zeitschrift 55:1, 39-55","1962","","","","","","","Translations of a variety of sources
","Barker, John W.","Greek","77704","English","History","15th",""
"The Abinnaeus archive ","Abinnaeus, Flavius","Book","","The Abinnaeus archive ","The Abinnaeus archive : papers of a Roman officer in the reign of Constantius II","","1962","Oxford","Clarendon Press","xiv, 191 ","","","","Papers in Latin or Greek, with English translation./ Edited from the Abinnaeus papyri in the British Museum and the Geneva University Library, with the addition of two still in private hands./ Includes bibliographical references. Collected and re-edited by H.I. Bell ... [et al.].
","Bell, H. Idris ed","Greek|Latin","","English","Military","4th",""
"The deeds of the Franks and the other pilgrims to Jerusalem","","Book"," Gesta Francorum et aliorum Hierosolymitanorum","The deeds of the Franks and the other pilgrims to Jerusalem : edited by Rosalind Hill","The deeds of the Franks and the other pilgrims to Jerusalem : edited by Rosalind Hill","","1962","London, New York","T. Nelson","xlv, 103, 103, [104]-113 p.","","","","English and Latin on opposite pages, numbered in duplicate.
","Hill, Rosalind T.","Latin","","English","Crusades","11th|12th",""
"Three documents concerning the Tetragamy","Nikolaos I, Mystikos, Saint, Patriarch of Constantinople, 852-925.","Journal Article","","Three documents concerning the Tetragamy","Three documents concerning the Tetragamy","Dumbarton Oaks Papers 16, 231-241","1962","","","","","","","","Jenkins, R. J. H.","Greek","","English","Letters|Theology|Politics and government","10th",""
"Epistole","Aeneas, of Gaza, 5th cent","Book","","Epistole","Epistole","Collana di studi greci 19","1962","Napoli","Libreria scientifica editrice","129","","","2. ed. riv. ed ampliata","","Massa Positano, Lydia","Greek","","Italian","Letters","5th",""
"Vita di sant'Elia il Giovane","Elias, of Thessalonika, Saint, 823-903","Book","","Vita di sant'Elia il Giovane","Vita di sant'Elia il Giovane","Vite dei santi siciliani","1962","Palermo","Istituto siciliano di studi bizantini e neoellenici","xxxii, 238 p.","","","","facsims. ; 24 cm. Includes bibliographical references (p. [211]-219) and indexes. Bios kai politeia tou hosiou patros hēmōn Ēliou tou Neou. Italian & Greek. testo inedito con traduzione italiana pubblicato e illustrato da Giuseppe Rossi Taibbi. More Records: Show record information Book
","Rossi Taibbi, Giuseppe","Greek","","Italian","Saints lives","9th|10th",""
"Études sur la polémique entre Théodore Métochite et Nicéphore Choumnos","Metochites, Theodoros, d. 1332|Chumnus, Nicephorus, ca. 1250- ca.1327","Book","","Études sur la polémique entre Théodore Métochite et Nicéphore Choumnos","Études sur la polémique entre Théodore Métochite et Nicéphore Choumnos","Corpus bruxellense historiae byzantinae. Subsidia 3","1962","Bruxelles","Byzanthion","","","","","Deuxième partie: Textes Logoi 13 et 14 de Métochite: p. 188-265, in French and Greek on opposite pages.
","Ševčenko, Ihor","Greek","","French","Literature","13th|14th",""
"La vie ancienne de S. Syméon Stylite le jeune (521-592)","Simeon Salus, Saint, ca. 522-ca. 588","Book","","La vie ancienne de S. Syméon Stylite le jeune (521-592) : publiée par Paul van den Ven","La vie ancienne de S. Syméon Stylite le jeune (521-592) : publiée par Paul van den Ven","Subsidia hagiographica 32","1962","Bruxelles","Société des bollandistes","2 v.","","","","","Ven, Paul van den","Greek","","French","Saints lives","6th",""
"Le discours de Théophylacte de Bulgaire a l’autocrator Alexis Ier Comnène (6 janvier 1088)","Theophylactus, of Ochrida, Archbishop of Ochrida, ca. 1050-ca. 1108","Journal Article","","Le discours de Théophylacte de Bulgaire a l’autocrator Alexis Ier Comnène (6 janvier 1088)","Le discours de Théophylacte de Bulgaire a l’autocrator Alexis Ier Comnène (6 janvier 1088)","Revue des études byzantines 20, 93-130","1962","","","","","","","","Gautier, Paul","Greek","","French","Speeches","11th",""
"Les preliminaries de concile de Florence ","Joseph II, Patriarch of Constantinople","Journal Article","","Les preliminaries de concile de Florence ","Les preliminaries de concile de Florence : les neuf articles du pape Martin V et la réponse inedited du patriarche de Constantinople Joseph II (Octobre 1422)","Revue des études byzantines, 20, 5-60","1962","","","","","","","","Laurent, V.","Greek","","French","Synods","15th",""
"Notice sur Grégoire Antiochos (1160 à 1196)","Antiochos, Grēgorios, ca. 1130-ca. 1200","Journal Article","","Notice sur Grégoire Antiochos (1160 à 1196)","Notice sur Grégoire Antiochos (1160 à 1196)","Revue des études byzantines 20, 61-92","1962","","","","","","","Text and translation of α δέησις (Escorial Y.II.10, ff. 272v-273v.
","Darrouzès, Jean","Greek","","French","Monasticism","12th",""
"Sur Zacharie","Didymus, the Blind, ca. 313-ca. 398","Book","","Sur Zacharie","Sur Zacharie","Sources chrétiennes","1962","Paris","Éditions du Cerf","","","","","facsims. ; 20 cm. ""Texte inédit d'après un papyrus de toura.""/ Includes bibliographical references and indexes./ Also issued online. Didyme l'aveugle ; introduction, texte critique, traduction et notes de Louis Doutreleau.
","Doutreleau, Louis","Greek","","French","Biblical commentaries","4th",""
"Vie de sainte Mélanie ","Gerontius, d. 485|Melania, the Younger, Saint, 385?-439","Book","","Vie de sainte Mélanie ","Vie de sainte Mélanie : Texte grec, introd., traduction et notes, par Denys Gorce","Sources chrétiennes 90","1962","Paris","Éditions du Cerf","308","","","","Includes indexes. Bibliography: p. [119]-122.
","Gorce, Denys","Greek","","French","Saints lives|Women","5th",""
"Nikephoros Phokas ""Der bleiche Tod der Sarazenen"" und Johannes Tzimiskes ","Leo, the Deacon, b. ca. 950","Book","","Nikephoros Phokas ""Der bleiche Tod der Sarazenen"" und Johannes Tzimiskes ","Nikephoros Phokas ""Der bleiche Tod der Sarazenen"" und Johannes Tzimiskes : die Zeit von 959 bis 976 in der Darstellung des Leon Diakonos","Byzantinische Geschichtsschreiber","1961","Graz","Styria","193 folded map","","","1. Aufl.","19 cm. Includes bibliographical references. übersetzt von Franz Loretto.
","Loretto, Franz","Greek","","German","","10th|11th",""
"Osterjubel der Ostkirche ","","Book","","Osterjubel der Ostkirche ","Osterjubel der Ostkirche : Hymnen aus der fünfzigtägigen Osterfeier der byzantinischen Kirche","","1961","Münster (Westf.)","Regensberg","624","","","2. Aufl.","Übertragung aus dem Griechischen und Einführung von Kilian Kirchhoff. ""In zweiter Auflage überarbeitet und in einem Band herausgegeben von Pater Chrysologus Schollmeyer."" Includes bibliographical notes.
","Kirchhoff, Kilian","Greek","","German","Hymns","",""
